,loss,accuracy,val_loss,val_accuracy
84,0.024251731112599373,0.992527186870575,0.2561587691307068,0.945652186870575
85,0.024644991382956505,0.993546187877655,0.29383477568626404,0.9442934989929199
86,0.023917965590953827,0.9942255616188049,0.4491533935070038,0.91576087474823
87,0.034238580614328384,0.99388587474823,0.3111068904399872,0.94972825050354
88,0.040305107831954956,0.992527186870575,0.3715725839138031,0.9239130616188049
89,0.017690405249595642,0.993546187877655,0.3208617866039276,0.9347826242446899
90,0.019803809002041817,0.9932065010070801,0.2777133882045746,0.936141312122345
91,0.025139184668660164,0.99388587474823,0.26080188155174255,0.929347813129425
92,0.033653803169727325,0.990828812122345,0.22761604189872742,0.94972825050354
93,0.011582820676267147,0.9972826242446899,0.35109612345695496,0.9402173757553101
94,0.04106408357620239,0.9894701242446899,0.3041294515132904,0.945652186870575
95,0.10285857319831848,0.985733687877655,0.23463809490203857,0.929347813129425
96,0.03412296622991562,0.9901494383811951,0.22059547901153564,0.94972825050354
97,0.019766222685575485,0.99388587474823,0.3927931487560272,0.9334239363670349
98,0.02335648611187935,0.9932065010070801,0.5364227294921875,0.9334239363670349
99,0.022609474137425423,0.9949048757553101,0.316135972738266,0.9429348111152649
