,loss,accuracy,val_loss,val_accuracy
0,4.413661956787109,0.62160325050354,6.89258337020874,0.0
1,0.8876933455467224,0.6582880616188049,1.1016772985458374,0.023097826167941093
2,0.7925835251808167,0.671535313129425,0.594403088092804,0.5665760636329651
3,0.6530159115791321,0.682744562625885,0.88080233335495,0.18070651590824127
4,0.5389919877052307,0.717391312122345,0.7108787298202515,0.19972826540470123
5,0.5539386868476868,0.720108687877655,0.8309627771377563,0.10869564861059189
6,0.6599871516227722,0.72995924949646,0.8060580492019653,0.19021739065647125
7,0.6544935703277588,0.72826087474823,1.6213933229446411,0.04483695700764656
8,0.5562251806259155,0.750339686870575,0.7742371559143066,0.24320651590824127
9,0.5220170021057129,0.7961956262588501,0.5805854797363281,0.83152174949646
10,0.4838433861732483,0.797214686870575,0.7519930005073547,0.59375
11,0.47099995613098145,0.812839686870575,0.5299018621444702,0.876358687877655
12,0.45734164118766785,0.795516312122345,0.4420747458934784,0.9035326242446899
13,0.43474280834198,0.8097826242446899,0.31937721371650696,0.95923912525177
14,0.566033661365509,0.7917798757553101,0.7727684378623962,0.6535326242446899
15,0.4580520689487457,0.8104619383811951,0.8717843890190125,0.49728259444236755
16,0.4491047263145447,0.8131793737411499,1.9493510723114014,0.15625
17,0.41360440850257874,0.828125,1.3382372856140137,0.33423912525177
18,0.3895789086818695,0.8305026888847351,0.7450342774391174,0.7323369383811951
19,0.4668600559234619,0.813858687877655,0.5479172468185425,0.835597813129425
20,0.4142358601093292,0.8430706262588501,0.7797728180885315,0.5040760636329651
21,0.36040642857551575,0.8566576242446899,0.6815878748893738,0.542119562625885
22,0.39340972900390625,0.8383151888847351,0.7133004665374756,0.7364130616188049
23,0.4216509759426117,0.8213315010070801,0.5551005005836487,0.8682065010070801
24,0.42164814472198486,0.809442937374115,0.6236576437950134,0.8478260636329651
25,0.3385026454925537,0.8709239363670349,0.6395405530929565,0.6277173757553101
26,0.35538193583488464,0.8552989363670349,0.9685993790626526,0.34239131212234497
27,0.3382114768028259,0.8600543737411499,0.4419414699077606,0.9347826242446899
28,0.38706645369529724,0.8400135636329651,1.485841155052185,0.03804347664117813
29,0.3780813217163086,0.835597813129425,0.620073676109314,0.63722825050354
30,0.3766425549983978,0.8508831262588501,0.45548468828201294,0.8396739363670349
31,0.3590967357158661,0.8539401888847351,0.5704027414321899,0.717391312122345
32,0.33971112966537476,0.852921187877655,0.3953075110912323,0.851902186870575
33,0.5074344873428345,0.8036684989929199,1.3757983446121216,0.28396740555763245
34,0.3864423632621765,0.846807062625885,0.5441099405288696,0.89402174949646
35,0.3454504907131195,0.8542798757553101,0.6464546322822571,0.779891312122345
36,0.3288412392139435,0.868546187877655,0.5386330485343933,0.842391312122345
37,0.3232927620410919,0.8620923757553101,0.4629013240337372,0.7676630616188049
38,0.27982190251350403,0.875339686870575,0.4497748613357544,0.80027174949646
39,0.26269713044166565,0.890285313129425,0.6414688229560852,0.626358687877655
40,0.2496512085199356,0.8994565010070801,0.31036219000816345,0.80027174949646
41,0.2513549327850342,0.9025135636329651,0.2550480365753174,0.842391312122345
42,0.25565433502197266,0.906589686870575,0.5144650936126709,0.7554348111152649
43,0.22480271756649017,0.90964674949646,0.5034722089767456,0.686141312122345
44,0.1839003711938858,0.93308424949646,0.8859100341796875,0.601902186870575
45,0.20468389987945557,0.9194973111152649,0.4381985366344452,0.86548912525177
46,0.16852308809757233,0.94089674949646,0.24726098775863647,0.9089673757553101
47,0.14757375419139862,0.9432744383811951,0.18903185427188873,0.9198369383811951
48,0.12659643590450287,0.952785313129425,0.2276473045349121,0.9130434989929199
49,0.13220377266407013,0.9504076242446899,0.19025573134422302,0.9347826242446899
50,0.11616254597902298,0.9541440010070801,0.255391389131546,0.9347826242446899
51,0.11374195665121078,0.9629755616188049,0.4710161089897156,0.83152174949646
52,0.11546983569860458,0.95482337474823,0.211489737033844,0.92798912525177
53,0.11310860514640808,0.9599184989929199,0.20881026983261108,0.8994565010070801
54,0.09736068546772003,0.9667119383811951,0.3065573573112488,0.85597825050354
55,0.11895833164453506,0.9568614363670349,0.2660643458366394,0.895380437374115
56,0.07281878590583801,0.9772418737411499,0.21848571300506592,0.917119562625885
57,0.08006861060857773,0.9741848111152649,0.4273315370082855,0.8410326242446899
58,0.07297275215387344,0.97995924949646,0.5018083453178406,0.8600543737411499
59,0.042917873710393906,0.9864130616188049,0.36237072944641113,0.8926630616188049
60,0.06769362837076187,0.981317937374115,0.7388216257095337,0.8152173757553101
61,0.05090048164129257,0.9884510636329651,0.24085809290409088,0.936141312122345
62,0.05677534267306328,0.981317937374115,0.35982194542884827,0.9211956262588501
63,0.03980120271444321,0.989130437374115,0.30925700068473816,0.9334239363670349
64,0.03802191838622093,0.99048912525177,0.19493728876113892,0.9334239363670349
65,0.07022878527641296,0.9819973111152649,0.3893013000488281,0.9089673757553101
66,0.06197832524776459,0.97995924949646,0.4856002926826477,0.8695651888847351
67,0.05268685147166252,0.984375,0.2934231162071228,0.945652186870575
68,0.07084698975086212,0.9806385636329651,0.34615397453308105,0.89673912525177
69,0.07881224900484085,0.979619562625885,0.173736572265625,0.936141312122345
70,0.04043833538889885,0.989130437374115,0.18487539887428284,0.9415760636329651
71,0.04507377743721008,0.98607337474823,0.1694486141204834,0.948369562625885
72,0.024301961064338684,0.992527186870575,0.2536093592643738,0.9402173757553101
73,0.04056207463145256,0.98879075050354,0.2086559534072876,0.9510869383811951
74,0.06781407445669174,0.984035313129425,0.251846581697464,0.9347826242446899
75,0.05818209424614906,0.9881114363670349,0.2179374098777771,0.9442934989929199
76,0.028172742575407028,0.9928668737411499,0.6099787950515747,0.86277174949646
77,0.03560202941298485,0.9894701242446899,0.3466034531593323,0.92798912525177
78,0.04483821615576744,0.991847813129425,0.4164198637008667,0.938858687877655
79,0.02363538183271885,0.9932065010070801,0.28842785954475403,0.94701087474823
80,0.019924649968743324,0.9949048757553101,0.2684079110622406,0.9510869383811951
81,0.037737082690000534,0.9911684989929199,0.32338377833366394,0.9347826242446899
82,0.05916241556406021,0.981317937374115,0.22602006793022156,0.936141312122345
83,0.04425041005015373,0.9870923757553101,0.3217003345489502,0.9334239363670349
