,loss,dice_coef,accuracy,val_loss,val_dice_coef,val_accuracy
0,0.7005263566970825,0.29947373270988464,0.8957126140594482,0.9289948344230652,0.07085254043340683,0.04430138319730759
1,0.5590140223503113,0.4409858286380768,0.9567356109619141,0.9539258480072021,0.04528585448861122,0.4612029790878296
2,0.5030698180198669,0.4969300627708435,0.9618439674377441,0.9264190793037415,0.07365964353084564,0.15410053730010986
3,0.4708215296268463,0.5291784405708313,0.9651662111282349,0.9085540175437927,0.091090127825737,0.27756136655807495
4,0.4582931101322174,0.5417069792747498,0.9648395776748657,0.7530845403671265,0.2457168996334076,0.8242214322090149
5,0.42203783988952637,0.5779622793197632,0.968915581703186,0.6039460301399231,0.4013441801071167,0.9566699266433716
6,0.40501609444618225,0.5949838161468506,0.9709632396697998,0.43050190806388855,0.5727282762527466,0.9678765535354614
7,0.39554017782211304,0.6044597625732422,0.9714329242706299,0.6874426007270813,0.3099898397922516,0.8805967569351196
8,0.37004467844963074,0.6299551725387573,0.9735504984855652,0.393042653799057,0.6100336313247681,0.9716340899467468
9,0.3648834228515625,0.6351166367530823,0.9735478758811951,0.4533737003803253,0.5517638921737671,0.9713881015777588
10,0.34838783740997314,0.6516122221946716,0.9747408032417297,0.3842068314552307,0.6200275421142578,0.9725670218467712
11,0.3491957187652588,0.6508044004440308,0.9749621748924255,0.4829637408256531,0.517787516117096,0.9642636179924011
12,0.3328964114189148,0.6671037673950195,0.9760193824768066,0.49536314606666565,0.5132720470428467,0.9732399582862854
13,0.3263517916202545,0.6736482977867126,0.9768539667129517,0.647257924079895,0.3670769929885864,0.9628354907035828
14,0.3283725380897522,0.671627402305603,0.9765641093254089,0.7985870242118835,0.2176542729139328,0.9644217491149902
15,0.31039395928382874,0.6896060705184937,0.9779134392738342,0.7114415764808655,0.30586522817611694,0.9685586094856262
16,0.3039168119430542,0.6960831880569458,0.9783084988594055,0.3876287639141083,0.6185959577560425,0.9767858386039734
17,0.3015536367893219,0.6984462141990662,0.9788184762001038,0.3356049358844757,0.6639801859855652,0.9737299680709839
18,0.2879545986652374,0.712045431137085,0.9797317385673523,0.3681619167327881,0.6339986324310303,0.9680103063583374
19,0.2829318046569824,0.7170682549476624,0.9801614284515381,0.3746877908706665,0.6319800615310669,0.9779723882675171
20,0.27207398414611816,0.7279261350631714,0.9808858036994934,0.34693288803100586,0.6568908095359802,0.9769467711448669
21,0.2569220960140228,0.7430781126022339,0.9817785620689392,0.3952638506889343,0.6117286086082458,0.9764576554298401
22,0.25436097383499146,0.7456389665603638,0.9821476340293884,0.36754918098449707,0.6380993723869324,0.975710928440094
23,0.2511000335216522,0.7489000558853149,0.9822642803192139,0.2835136651992798,0.71857088804245,0.979797899723053
24,0.2503342032432556,0.7496657967567444,0.9824367165565491,0.5947725176811218,0.40366196632385254,0.9278540015220642
25,0.23318928480148315,0.7668108344078064,0.9835310578346252,0.28275835514068604,0.7188830375671387,0.9809070229530334
26,0.2318701148033142,0.7681297659873962,0.9838294386863708,0.30084797739982605,0.7022653222084045,0.9793621897697449
27,0.22887147963047028,0.7711284160614014,0.9838829636573792,0.28252115845680237,0.7191342711448669,0.9811070561408997
28,0.20439447462558746,0.795605480670929,0.9854694604873657,0.5825496315956116,0.4254209101200104,0.929378867149353
29,0.21723459661006927,0.7827653884887695,0.9848080277442932,0.2892706096172333,0.7135695815086365,0.9788556694984436
30,0.2078479677438736,0.7921520471572876,0.9854863286018372,0.3823592960834503,0.6244967579841614,0.9775986671447754
31,0.19897502660751343,0.8010249733924866,0.9862528443336487,0.3560948073863983,0.6512199640274048,0.9791523218154907
32,0.19468660652637482,0.8053132891654968,0.9862592816352844,0.26553452014923096,0.7344381213188171,0.9812303781509399
33,0.19392944872379303,0.8060705661773682,0.986263632774353,0.37871694564819336,0.6269080638885498,0.977752149105072
34,0.18613888323307037,0.8138611316680908,0.9869615435600281,0.2748778760433197,0.7273507714271545,0.9818297624588013
35,0.17368155717849731,0.8263185024261475,0.9878867864608765,0.25257566571235657,0.7495055198669434,0.9819548726081848
36,0.16385987401008606,0.8361402153968811,0.9884714484214783,0.26062577962875366,0.7399950623512268,0.9821540117263794
37,0.1604905128479004,0.8395096063613892,0.9886537790298462,0.2676105797290802,0.7349206805229187,0.9819613695144653
38,0.15473131835460663,0.8452683687210083,0.9891794919967651,0.2666270434856415,0.736028254032135,0.9812338352203369
39,0.14672812819480896,0.8532718420028687,0.9896858930587769,0.30919569730758667,0.6952071785926819,0.9805449843406677
40,0.14815746247768402,0.8518426418304443,0.9896500706672668,0.2579827606678009,0.7455328106880188,0.9827049374580383
41,0.14808589220046997,0.8519138693809509,0.9896169900894165,0.2568605840206146,0.7449355125427246,0.9809609055519104
42,0.16324420273303986,0.8367558121681213,0.9886010885238647,0.31804749369621277,0.6830558776855469,0.9739854335784912
43,0.14833931624889374,0.8516606092453003,0.989516019821167,0.3123878538608551,0.6919348239898682,0.98016357421875
44,0.13686642050743103,0.8631337881088257,0.9903871417045593,0.2808603048324585,0.7220684885978699,0.9814163446426392
45,0.1300007551908493,0.8699991703033447,0.9908726811408997,0.266226202249527,0.7393279075622559,0.9828615784645081
